City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
649,Inongo,CD,70.21,overcast clouds,-1.95,18.2667,Hotel Du Lac
650,Port Macquarie,AU,75.88,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
651,Serik,TR,62.67,broken clouds,36.9169,31.0989,Armas Belek - Ultra All Inclusive
652,Acarau,BR,80.31,overcast clouds,-2.8856,-40.12,castelo pizzaria
654,Lompoc,US,72.12,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
656,Boa Vista,BR,78.78,overcast clouds,2.8197,-60.6733,Aipana Plaza Hotel
659,Xuddur,SO,68.7,scattered clouds,4.1213,43.8894,Banjanay Hotel
661,Belsand,IN,68.74,clear sky,26.45,85.4,Patel ji nivas
662,Humberto De Campos,BR,77.67,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
664,Cabedelo,BR,79.47,broken clouds,-6.9811,-34.8339,Hotel Pigalle
665,Barranca,PE,64.83,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
666,Rock Sound,BS,78.78,scattered clouds,24.9,-76.2,Rock Sound Club
672,Buala,SB,84.16,light rain,-8.145,159.5921,Maringe Lagoon Lodge
673,Isangel,VU,86.11,broken clouds,-19.55,169.2667,Tanna Lodge
674,Talcahuano,CL,60.48,clear sky,-36.7167,-73.1167,departamento comodo
677,Mangan,IN,65.77,clear sky,27.5167,88.5333,Hotel Mout View
678,Sorong,ID,83.62,scattered clouds,-0.8833,131.25,Waigo Splash Hotel
680,Paungde,MM,80.78,few clouds,18.4833,95.5,Shwe Eain Matt highly cool guest house
682,Vaitape,PF,81.34,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
683,Denpasar,ID,85.71,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
686,Beloha,MG,68.09,broken clouds,-25.1667,45.05,
689,Panguna,PG,79.54,overcast clouds,-6.3164,155.4848,
690,Darab,IR,60.89,clear sky,28.7519,54.5444,Naghshe shapoor Hotel
691,Tuy Hoa,VN,75.09,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
693,Deloraine,AU,72.14,overcast clouds,-41.5333,146.6667,Mountain View Country Inn
